founder	side	K_f	max_jacc_other	mean_jacc_to_cactus	mean_jacc_to_PG	nn_founder	nn_side	h_filt2	h_hf	err	accession_name
9659	PG	2162499	0.6937302775700249	0.6073535068814582	0.6338117455053289	9657	PG	0.0009551266059366305	0.00326	-0.0023048733940633694	NA
9697	PG	2147785	0.7367728410079034	0.6167738601567039	0.6400296122223219	9698	PG	0.0005212198110575815	0.003385	-0.0028637801889424184	NA
9698	PG	2158446	0.7367728410079034	0.6134520298267387	0.6385211990338758	9697	PG	0.0020219795719668776	0.005494	-0.003472020428033122	NA
9699	PG	2153497	0.6922607481759487	0.6167012710273831	0.6431432745142611	9698	PG	0.0018095363666187471	0.006802	-0.004992463633381253	NA
9713	PG	2150408	0.6852515696796816	0.6131482054050614	0.6372373161927293	9699	PG	0.0020039489317356233	0.006424	-0.004420051068264376	NA
9716	PG	2102156	0.6897196149290168	0.6128560620214141	0.6366171092707861	9719	PG	0.0008928856116501478	0.002155	-0.001262114388349852	NA
9719	PG	2113027	0.6897196149290168	0.6203328890041949	0.6464159112229897	9716	PG	0.00014609948720180677	0.003669	-0.003522900512798193	NA
9723	PG	2168696	0.7087800764827439	0.6098355039779765	0.6337403753577351	9697	PG	0.001141446791729924	0.003329	-0.0021875532082700757	NA
9726	PG	2123466	0.7097617610662961	0.6063330796796536	0.6342073469687332	7077	PG	0.0005990083646439477	0.004466	-0.0038669916353560527	NA
9736	PG	2129392	0.693723642795241	0.6164569046183161	0.6401516768378257	9743	PG	0.00010785242147489131	0.005851	-0.0057431475785251086	NA
9737	PG	2273766	0.7856698983781886	0.5850208213780339	0.5952592718328327	9643	PG	0.004662665216435353	0.003827	0.0008356652164353529	NA
9739	PG	2143998	0.6823879596351652	0.6099418650702152	0.6319408360634529	9741	PG	3.1205804119435857e-05	0.002692	-0.002660794195880564	NA
9741	PG	2141993	0.6924728219163552	0.6097884381476574	0.6336556632280385	9748	PG	0.00021636343361524575	0.003168	-0.002951636566384754	NA
9743	PG	2076449	0.693723642795241	0.6195843028655313	0.6440534924459774	9736	PG	9.60522482274237e-07	0.004501	-0.004500039477517726	NA
9748	PG	2070494	0.6927884448736541	0.6180552273687941	0.6422417152418405	9736	PG	2.220857885801244e-06	0.00356	-0.0035577791421141985	NA
9749	PG	2148046	0.6840345800114943	0.6114971578975701	0.6375900672799409	9699	PG	0.0032652315759372917	0.008255	-0.004989768424062709	NA
9761	PG	2214050	0.6662856792217758	0.6039744364627401	0.6271076399076009	9743	PG	0.0068263480977833555	0.004442	0.0023843480977833557	NA
9766	PG	2270137	0.8515979258070899	0.5991711931683475	0.5990416996032245	763	cactus	0.004222106740236246	0.005803	-0.0015808932597637538	NA
9769	PG	2252398	0.7191514810059942	0.5976617182169303	0.6242919647919769	9813	PG	0.021896858766903525	0.012331	0.009565858766903525	NA
9774	PG	2232003	0.6815534032934079	0.6058528690559792	0.6298288125349921	9775	PG	0.004190264351588027	0.005892	-0.0017017356484119728	NA
9775	PG	2133878	0.6815534032934079	0.6047840762068358	0.6299749152875823	9774	PG	6.814070256037111e-06	0.005132	-0.005125185929743963	NA
9779	PG	2251603	0.7380829525691898	0.5987991484935283	0.6228325272863006	9784	PG	0.006927891608346183	0.005654	0.0012738916083461825	NA
9781	PG	2215331	0.6910725032646341	0.6017454835671503	0.6283788378893546	9769	PG	0.002213169644139181	0.003868	-0.001654830355860819	NA
9782	PG	2233882	0.6803947095594359	0.602285968763442	0.6254899648248902	9781	PG	0.008556216210576239	0.006386	0.0021702162105762387	NA
9784	PG	2258724	0.7380829525691898	0.5977685058145478	0.6234574821151262	9779	PG	0.015897417655672864	0.009067	0.006830417655672863	NA
9803	PG	2238608	0.702201222581369	0.6019253292750613	0.6275330773944018	9769	PG	0.006468276407135161	0.004221	0.002247276407135161	NA
9804	PG	2227932	0.6957096822200557	0.6033694653137845	0.6292053054665032	9803	PG	0.002075587204858558	0.003324	-0.0012484127951414422	NA
9813	PG	2214824	0.7191514810059942	0.6002118990521573	0.6283794068545493	9769	PG	0.0039073792735357105	0.005405	-0.0014976207264642896	NA
9814	PG	2212868	0.7015171751543754	0.6014724005960431	0.6271494789610389	9769	PG	0.0020848021772772066	0.004763	-0.0026781978227227933	NA
9820	PG	2203011	0.6802816271137272	0.5928306791512816	0.6162148225437718	9857	PG	0.0028059998468464757	0.003187	-0.0003810001531535244	NA
9857	PG	2152652	0.7286892195775323	0.5993745133377568	0.6224195158468955	9602	PG	0.0014628360096771717	0.007527	-0.006064163990322828	NA
9920	PG	2232055	0.6795287342826717	0.6005290170357372	0.6236148652171633	10002	cactus	0.002987787983568846	0.002801	0.00018678798356884605	NA
9921	PG	2225359	0.6782929340241229	0.5991313995225006	0.6223963053155186	9941	PG	0.0015136387314382373	0.002601	-0.0010873612685617627	NA
9925	PG	2172729	0.6687337551085222	0.6088734780441577	0.6309827970715369	5151	PG	0.00025439498544946803	0.003573	-0.003318605014550532	NA
9933	PG	2245205	0.6997109872115779	0.5993303429846807	0.6164433974210574	772	cactus	0.018491814466658617	0.01039	0.008101814466658617	NA
9941	PG	1991978	0.6866031305551159	0.6139707541144094	0.6361717578997063	9977	PG	2.7104710909201303e-11	0.003135	-0.0031349999728952894	NA
9944	PG	2089089	0.7047428674248511	0.5571897175499897	0.5579297214330127	9555	cactus	0.0065466821366308384	0.009217	-0.002670317863369161	NA
9965	PG	2145573	0.7024696475645925	0.6035817749792791	0.6288033683326086	9649	PG	0.005319976943005781	0.012591	-0.007271023056994219	NA
9966	PG	2057571	0.6865673735555938	0.6128399306015997	0.6376904980018087	9649	PG	1.4709516211364523e-05	0.007116	-0.007101290483788636	NA
9977	PG	1674144	0.7118119279291758	0.6179780877619054	0.6389683609421462	9985	PG	1.9143833662980874e-25	0.001952	-0.001952	NA
9978	PG	2071079	0.7397248416233825	0.6063832727443779	0.624904141653945	7333	PG	2.1367009658073997e-06	0.002246	-0.002243863299034193	NA
9985	PG	1885206	0.7118119279291758	0.6158712050498166	0.6386163595038146	9977	PG	9.81516970882643e-14	0.011257	-0.011256999999901847	NA
5772	cactus	2242879	0.6926325995727726	0.5926807520366416	0.6303997511379148	6987	PG	0.005106019989030134	0.005003	0.00010301998903013403	Set-1
9947	cactus	2130269	0.7201124549060363	0.5362375574301961	0.5467977024136328	9598	PG	0.0014665164805576555	0.002684	-0.0012174835194423447	Ped-0
