label	n	MAE	RMSE	R2	slope	intercept	sample	h_sum
INS	75096	0.01217565592378378	0.0210084468126297	0.9004507973044703	0.9184925428300954	-9.927246833723547e-05	MLFH040620180321	0.9999969601631165
DEL	38037	0.015012438409030437	0.025412743911147118	0.9667016844419187	0.9753511881223643	-0.0010338362490440772	MLFH040620180321	0.9999969601631165
SV_all	113133	0.01312942523509264	0.022585280239582062	0.9474160382306375	0.958812119184208	-0.0009171497063357178	MLFH040620180321	0.9999969601631165
SV_med_50-500bp	49964	0.01497255265712738	0.02559117041528225	0.9545978540324774	0.9663595396495972	-0.0006274664051673342	MLFH040620180321	0.9999969601631165
SV_big_500-5kb	50319	0.011834604665637016	0.02016269788146019	0.9341351000651172	0.9441867984054508	-0.000892712777035955	MLFH040620180321	0.9999969601631165
SV_huge_>=5kb	12850	0.011033241637051105	0.018776455894112587	0.8950167186092202	0.9120595325114009	-0.0008855019881893718	MLFH040620180321	0.9999969601631165
all_poly	2146031	0.02708783559501171	0.04561002179980278	0.9676568749088144	0.9725490895114353	0.001040044693676162	MLFH040620190208	0.9999979734420776
SNP	2061414	0.027471249923110008	0.04601259529590607	0.967743944314551	0.9726569842771771	0.0011309899642126585	MLFH040620190208	0.9999979734420776
INS	55009	0.01645123027265072	0.03256845101714134	0.9009923495350367	0.9180136192477886	0.0007169132187972648	MLFH040620190208	0.9999979734420776
DEL	29608	0.02015489712357521	0.03750259801745415	0.9574029621904385	0.9612190889716677	0.0005047899733474667	MLFH040620190208	0.9999979734420776
SV_all	84617	0.017747165635228157	0.03437558561563492	0.9377828273395746	0.9465890398292481	0.00014315963499135086	MLFH040620190208	0.9999979734420776
SV_med_50-500bp	40601	0.02003423124551773	0.03750298172235489	0.9441092425290473	0.949599492560395	0.0009601157922767096	MLFH040620190208	0.9999979734420776
SV_big_500-5kb	35769	0.01568944938480854	0.031298406422138214	0.9270153742512846	0.9395136142109684	-0.00033965348409384854	MLFH040620190208	0.9999979734420776
SV_huge_>=5kb	8247	0.015412415377795696	0.03084653429687023	0.8958894120850468	0.9278674184555512	-0.0006305947852105633	MLFH040620190208	0.9999979734420776
all_poly	2438186	0.0238727405667305	0.03902251645922661	0.9702548158954281	0.9776000498555197	-0.000472020341119589	MLFH040620190221	0.999998152256012
SNP	2334334	0.02424423024058342	0.039415691047906876	0.9703743062091662	0.9778341473060383	-0.00043662090737136574	MLFH040620190221	0.999998152256012
INS	68438	0.014378858730196953	0.027095569297671318	0.8753158118258058	0.8911545901094209	0.0010200749720659832	MLFH040620190221	0.999998152256012
DEL	35414	0.01773308776319027	0.03184161335229874	0.9574294005397584	0.9625596158131465	-0.00047945406901046914	MLFH040620190221	0.999998152256012
SV_all	103852	0.015522665344178677	0.028801999986171722	0.9326639879802745	0.9409967785344171	-0.00021261023170799623	MLFH040620190221	0.999998152256012
SV_med_50-500bp	48005	0.01761818677186966	0.0321975015103817	0.9407085453153243	0.9482571104536828	0.00021314328460709584	MLFH040620190221	0.999998152256012
SV_big_500-5kb	45083	0.013778265565633774	0.02570521831512451	0.9174668050352301	0.926750301530332	-0.00025120500445293065	MLFH040620190221	0.999998152256012
SV_huge_>=5kb	10764	0.013483206741511822	0.024754879996180534	0.8763126275278983	0.8951382595226918	-0.0004160288515585068	MLFH040620190221	0.999998152256012
all_poly	2251833	0.03685207664966583	0.06125883758068085	0.9428048068766192	0.9565906170990475	0.0009077795397745247	MLFH040620200206	1.0000100135803223
SNP	2162219	0.03737708553671837	0.061819370836019516	0.9429882169402759	0.9567730342432929	0.0010064960767117138	MLFH040620200206	1.0000100135803223
INS	58419	0.0222691148519516	0.04315266013145447	0.8416097305847353	0.8900843472511376	0.0005891688028132234	MLFH040620200206	1.0000100135803223
DEL	31195	0.027771709486842155	0.050110869109630585	0.9259647886858927	0.9427429010728218	0.00040509655224184543	MLFH040620200206	1.0000100135803223
SV_all	89614	0.024184590205550194	0.0456952229142189	0.8951725208080317	0.9240263413601387	-2.3267579116207723e-05	MLFH040620200206	1.0000100135803223
SV_med_50-500bp	42925	0.027635222300887108	0.05014728754758835	0.9038588902845769	0.9270832857737974	0.0009953074183352113	MLFH040620200206	1.0000100135803223
SV_big_500-5kb	38121	0.02108684740960598	0.041043221950531006	0.8813939158619978	0.9175639608332559	-0.0006381585123266471	MLFH040620200206	1.0000100135803223
SV_huge_>=5kb	8568	0.020679790526628494	0.04178072512149811	0.8363975056292455	0.9009163455146669	-0.0011776841115138303	MLFH040620200206	1.0000100135803223
all_poly	2543368	0.023350343108177185	0.038034990429878235	0.9708464228369236	0.9759551513728665	-0.0007843570851542187	MLFH040720180306	0.9999950528144836
SNP	2429764	0.02375943399965763	0.03849674388766289	0.9709200448732738	0.976178963092798	-0.0007685993270758028	MLFH040720180306	0.9999950528144836
INS	75178	0.01354480441659689	0.024593142792582512	0.8825305503390306	0.8954126095638565	0.0007442259481222779	MLFH040720180306	0.9999950528144836
DEL	38426	0.01666659116744995	0.029310230165719986	0.9605312362568479	0.964555865474234	-0.0005326422587531624	MLFH040720180306	0.9999950528144836
SV_all	113604	0.01460073422640562	0.026283591985702515	0.9374229683881995	0.9440750968941799	-0.00034408120783153084	MLFH040720180306	0.9999950528144836
SV_med_50-500bp	51964	0.01657077856361866	0.02939450554549694	0.9455855060436223	0.9507509213771015	-2.200457103349805e-05	MLFH040720180306	0.9999950528144836
SV_big_500-5kb	49792	0.013005836866796017	0.0234990231692791	0.9224823619860134	0.9309335394475124	-0.00037028955550797083	MLFH040720180306	0.9999950528144836
SV_huge_>=5kb	11848	0.012662986293435097	0.022665424272418022	0.8804059247777624	0.904354295071575	-0.00039744846789069364	MLFH040720180306	0.9999950528144836
all_poly	2697927	0.019952470436692238	0.03246617689728737	0.975951080160733	0.9815542980873609	-0.0012476198778547068	MLFH040720180321	1.000001072883606
SNP	2576131	0.020292803645133972	0.0328558124601841	0.9760577256297298	0.9817568149493248	-0.0012393981295782648	MLFH040720180321	1.000001072883606
INS	81174	0.011830147355794907	0.021165981888771057	0.8900773271327196	0.9050056959456165	0.000194318177547243	MLFH040720180321	1.000001072883606
DEL	40622	0.014600190334022045	0.025515278801321983	0.9647029051838701	0.9719981282842675	-0.0010839204981998212	MLFH040720180321	1.000001072883606
SV_all	121796	0.012754025869071484	0.022709349170327187	0.9432378264335837	0.9526056517668684	-0.0008099630914003951	MLFH040720180321	1.000001072883606
SV_med_50-500bp	53640	0.01456359215080738	0.025723112747073174	0.9514333343205968	0.9611344679961061	-0.0006375429601585115	MLFH040720180321	1.000001072883606
SV_big_500-5kb	54421	0.011445732787251472	0.0202016681432724	0.9283933643323146	0.9369697859788646	-0.0007069128263715236	MLFH040720180321	1.000001072883606
SV_huge_>=5kb	13735	0.010870762169361115	0.019288253039121628	0.8813534076074965	0.8965775467415367	-0.0005391931685524926	MLFH040720180321	1.000001072883606
all_poly	1887486	0.028738774359226227	0.049693990498781204	0.9646453973516212	0.9634238836883818	0.0029388575347919074	MLFH040720190208	1.0000009536743164
SNP	1820649	0.029042445123195648	0.05001378059387207	0.9647972851135503	0.9635202659144244	0.0030814423279519956	MLFH040720190208	1.0000009536743164
INS	42709	0.019057389348745346	0.03808574005961418	0.9071268126282334	0.9091612946629398	0.0011567222575775051	MLFH040720190208	1.0000009536743164
DEL	24128	0.02296103537082672	0.04321030154824257	0.9530749011617864	0.9518237569717903	0.0013635638017178366	MLFH040720190208	1.0000009536743164
SV_all	66837	0.020466595888137817	0.04001146927475929	0.9356344626734601	0.9360349207993708	0.0007622280959274862	MLFH040720190208	1.0000009536743164
SV_med_50-500bp	32735	0.022592538967728615	0.04271319881081581	0.9426242170544041	0.9403091417438345	0.0016462569302086486	MLFH040720190208	1.0000009536743164
SV_big_500-5kb	27673	0.01841598190367222	0.037248291075229645	0.9250348607386872	0.9272427211895765	0.0002834147009550186	MLFH040720190208	1.0000009536743164
SV_huge_>=5kb	6429	0.018468454480171204	0.037172891199588776	0.8952698596715736	0.9163043272706074	-0.00035876382142371345	MLFH040720190208	1.0000009536743164
all_poly	2393767	0.02934817038476467	0.04841399937868118	0.9566713566001342	0.971196268523186	-0.0007168474956635863	MLFH040720190221	0.9999980926513672
SNP	2294833	0.02978810854256153	0.04889148846268654	0.9568272844274462	0.971416080435498	-0.000673358377151992	MLFH040720190221	0.9999980926513672
INS	64833	0.01765570417046547	0.03355835750699043	0.8438205669198329	0.8914854220043344	0.000430948501274501	MLFH040720190221	0.9999980926513672
DEL	34101	0.021972037851810455	0.03914768621325493	0.941203078853119	0.9581495433959966	-0.0006570807248793019	MLFH040720190221	0.9999980926513672
SV_all	98934	0.019143477082252502	0.03558420389890671	0.9099699991132594	0.9370978921108203	-0.0006330462848475391	MLFH040720190221	0.9999980926513672
SV_med_50-500bp	45999	0.021928085014224052	0.03946280851960182	0.9199424123579061	0.9426792281580533	-0.0001154970970388664	MLFH040720190221	0.9999980926513672
SV_big_500-5kb	42770	0.016778117045760155	0.03172970190644264	0.8941041214198578	0.9284852719344308	-0.0009249293593958863	MLFH040720190221	0.9999980926513672
SV_huge_>=5kb	10165	0.01649489998817444	0.03226058557629585	0.8310133492164471	0.8881347532024176	-0.0004131535276403603	MLFH040720190221	0.9999980926513672
all_poly	1817135	0.04502725601196289	0.07594893127679825	0.9258990684563843	0.9402384923163466	0.004720381579180436	MLFH040720200212	0.9999990463256836
SNP	1754982	0.04545501992106438	0.07632943242788315	0.9262905474401629	0.9404268198498928	0.004868798502815566	MLFH040720200212	0.9999990463256836
INS	39653	0.030545763671398163	0.061889395117759705	0.8200097463538721	0.8737229120138079	0.0031900510640286562	MLFH040720200212	0.9999990463256836
DEL	22500	0.03718331456184387	0.06829474866390228	0.9008219114304026	0.9285812703258916	0.003339900377540053	MLFH040720200212	0.9999990463256836
SV_all	62153	0.03294862434267998	0.06428194791078568	0.867772992756728	0.9066682336527786	0.0026420557678165633	MLFH040720200212	0.9999990463256836
SV_med_50-500bp	30848	0.0370631106197834	0.0686640590429306	0.8789951432144691	0.9119368691266063	0.003904667145955749	MLFH040720200212	0.9999990463256836
SV_big_500-5kb	25587	0.028994392603635788	0.0593961626291275	0.8513468555867273	0.8949861984982934	0.001788447069460477	MLFH040720200212	0.9999990463256836
SV_huge_>=5kb	5718	0.028445856645703316	0.06077137216925621	0.7955397992642396	0.8873645520746706	0.0015543784622711592	MLFH040720200212	0.9999990463256836
all_poly	2526117	0.025028156116604805	0.04046359285712242	0.966798123779286	0.9721643526529437	0.00021716677044989393	MLFH040820180306	1.0000029802322388
SNP	2413396	0.02546018548309803	0.0409461073577404	0.9668886643956832	0.9723414670245681	0.0002923403143932214	MLFH040820180306	1.0000029802322388
INS	74563	0.014671976678073406	0.026490576565265656	0.8681029850854189	0.8812995836000201	0.0008896200698391309	MLFH040820180306	1.0000029802322388
DEL	38158	0.017940042540431023	0.031320586800575256	0.9552819425832935	0.95832614849055	-0.0003369331676771912	MLFH040820180306	1.0000029802322388
SV_all	112721	0.015778273344039917	0.028218330815434456	0.9289946957986897	0.9352221573955423	-0.0002378106142602554	MLFH040820180306	1.0000029802322388
SV_med_50-500bp	51648	0.01784590259194374	0.031536031514406204	0.9383486181682081	0.9442307391024878	0.00020931254945891057	MLFH040820180306	1.0000029802322388
SV_big_500-5kb	49242	0.014081606641411781	0.025129884481430054	0.9128127906493217	0.918675561943808	-0.0002969409515539358	MLFH040820180306	1.0000029802322388
SV_huge_>=5kb	11831	0.01381380669772625	0.024831322953104973	0.8569472460183486	0.8724510589930216	-0.000193108158865175	MLFH040820180306	1.0000029802322388
all_poly	2755681	0.021407583728432655	0.034722086042165756	0.9720495014063407	0.9779344739025783	-0.0011427261338589545	MLFH040820180321	1.0000100135803223
SNP	2628267	0.021799376234412193	0.03517039865255356	0.9721435058463493	0.9781458097273039	-0.0011276591161414465	MLFH040820180321	1.0000100135803223
INS	84956	0.012333554215729237	0.02205600216984749	0.8756645078827919	0.8943420677285041	0.00032855712693596965	MLFH040820180321	1.0000100135803223
DEL	42458	0.015311003662645817	0.02655220404267311	0.961054453036193	0.9677343529217864	-0.0011655743306408716	MLFH040820180321	1.0000100135803223
SV_all	127414	0.013325725682079792	0.023649420589208603	0.9367822814148365	0.9466738328050667	-0.0007876996821046257	MLFH040820180321	1.0000100135803223
SV_med_50-500bp	55955	0.015367012470960617	0.02719954028725624	0.9444412842913432	0.9554291102694265	-0.0005984089226420801	MLFH040820180321	1.0000100135803223
SV_big_500-5kb	56981	0.011862960644066334	0.020722858607769012	0.922417738521027	0.9288698691932002	-0.0006731014798668095	MLFH040820180321	1.0000100135803223
SV_huge_>=5kb	14478	0.011193498969078064	0.019305415451526642	0.8771927265554352	0.9014289615283362	-0.0007147349866823676	MLFH040820180321	1.0000100135803223
all_poly	1924849	0.029883021488785744	0.049687597900629044	0.9636861401846372	0.9704836923176489	0.0008056901288566538	MLFH040820190208	0.9999989867210388
SNP	1855329	0.030207877978682518	0.05001010000705719	0.963865688621407	0.9706185434693979	0.0008589340496016056	MLFH040820190208	0.9999989867210388
INS	44627	0.01971781998872757	0.03837968409061432	0.8928410807756124	0.9235787203137896	0.0009746029192274851	MLFH040820190208	0.9999989867210388
DEL	24893	0.023894671350717545	0.043102726340293884	0.9506377198906212	0.962685370982986	0.0008864536410661728	MLFH040820190208	0.9999989867210388
SV_all	69520	0.02121342159807682	0.040134791284799576	0.929510637701472	0.9488677727965255	0.0004500066990012724	MLFH040820190208	0.9999989867210388
SV_med_50-500bp	34023	0.023782016709446907	0.04317430779337883	0.9371805137608866	0.9517823272212188	0.00105053502285356	MLFH040820190208	0.9999989867210388
SV_big_500-5kb	28832	0.018838368356227875	0.03702511638402939	0.9165906010699418	0.9422760358279397	0.00016804169523833623	MLFH040820190208	0.9999989867210388
SV_huge_>=5kb	6665	0.01837567426264286	0.03682589903473854	0.8839125263223425	0.9344007010842562	-0.00029169230131438574	MLFH040820190208	0.9999989867210388
all_poly	2431488	0.025876523926854134	0.04345955327153206	0.96531199506479	0.9755256304174437	-0.0008992639420840901	MLFH040820190221	1.0000019073486328
SNP	2331741	0.02626805752515793	0.04387698695063591	0.9654616984608777	0.9757106527459756	-0.0008738079445928047	MLFH040820190221	1.0000019073486328
INS	65530	0.015424981713294983	0.03044353425502777	0.8744409620681848	0.9140900199163384	5.6130187069629243e-05	MLFH040820190221	1.0000019073486328
DEL	34217	0.0192109365016222	0.03530682623386383	0.9529046385962456	0.9657944912558711	-0.000689081849318999	MLFH040820190221	1.0000019073486328
SV_all	99747	0.01672370731830597	0.03219471499323845	0.927428619773836	0.9492893565619653	-0.0007187980445019542	MLFH040820190221	1.0000019073486328
SV_med_50-500bp	46727	0.019121799618005753	0.035722002387046814	0.9349516565359494	0.9541375525410523	-0.0003048220075537556	MLFH040820190221	1.0000019073486328
SV_big_500-5kb	42920	0.014691016636788845	0.028787698596715927	0.914676494046987	0.9396743006892548	-0.0008553140197663079	MLFH040820190221	1.0000019073486328
SV_huge_>=5kb	10100	0.014267020858824253	0.02847970649600029	0.8736901095619426	0.9231156067661866	-0.00106644310565751	MLFH040820190221	1.0000019073486328
all_poly	1972784	0.036187365651130676	0.06258447468280792	0.9518157985408147	0.9612127395079346	0.0010703015004809348	MLFH040820200212	0.9999901056289673
SNP	1900990	0.03661222755908966	0.06300543993711472	0.9519855138945582	0.9611950579149803	0.0011709792643012464	MLFH040820200212	0.9999901056289673
INS	46246	0.023078590631484985	0.047995395958423615	0.8930519982672079	0.9375196007014662	-0.000790423367542702	MLFH040820200212	0.9999901056289673
DEL	25548	0.028303304687142372	0.053882207721471786	0.9395818783173709	0.9627640489051645	2.1588545067684202e-05	MLFH040820200212	0.9999901056289673
SV_all	71794	0.024937814101576805	0.050169456750154495	0.9203248921199207	0.9527353932895478	-0.0007557215402786618	MLFH040820200212	0.9999901056289673
SV_med_50-500bp	35327	0.028194351121783257	0.05393541231751442	0.9262676932161433	0.9528227417835023	0.00021379335022993893	MLFH040820200212	0.9999901056289673
SV_big_500-5kb	29717	0.021926959976553917	0.04631723091006279	0.9113881864651584	0.9490787380273312	-0.0013634232418537984	MLFH040820200212	0.9999901056289673
SV_huge_>=5kb	6750	0.02114962600171566	0.04584177955985069	0.8850347083116985	0.9610793988880562	-0.002560846427524666	MLFH040820200212	0.9999901056289673
all_poly	2543549	0.029421668499708176	0.04648936912417412	0.9553597505819442	0.9610796274343729	0.001848963536723054	MLFH040920180306	0.9999929666519165
SNP	2430696	0.02995791845023632	0.047073233872652054	0.955418188422172	0.9611789989985039	0.0020013781330494294	MLFH040920180306	0.9999929666519165
INS	74613	0.01655218005180359	0.02928963676095009	0.8332970842995012	0.849341180812981	0.0017307928510239936	MLFH040920180306	0.9999929666519165
DEL	38240	0.02044587954878807	0.03510001301765442	0.9425570940445273	0.9467886130427499	0.00016741621567295387	MLFH040920180306	0.9999929666519165
SV_all	112853	0.01787155121564865	0.03137921541929245	0.9099972171836521	0.9178991340784303	0.0002720566931870259	MLFH040920180306	0.9999929666519165
SV_med_50-500bp	51785	0.0203709714114666	0.03522103652358055	0.9212922046386024	0.9277781594678502	0.0011034969827679294	MLFH040920180306	0.9999929666519165
SV_big_500-5kb	49381	0.015874866396188736	0.02793966606259346	0.8889463910657697	0.8970967142527477	-5.929505671084766e-05	MLFH040920180306	0.9999929666519165
SV_huge_>=5kb	11687	0.015233219601213932	0.026702124625444412	0.826030810615195	0.8530890896328646	0.00023045085203962255	MLFH040920180306	0.9999929666519165
all_poly	2751477	0.019550787284970284	0.03251202404499054	0.9753471356999256	0.982906373336558	-0.001331001996031987	MLFH040920180321	0.9999989867210388
SNP	2624693	0.019918756559491158	0.03293011337518692	0.9754311385569608	0.9831006416202362	-0.0013268832045045611	MLFH040920180321	0.9999989867210388
INS	84674	0.011010113172233105	0.020640559494495392	0.8934894624962808	0.9119741906618939	3.519275069388965e-06	MLFH040920180321	0.9999989867210388
DEL	42110	0.013788971118628979	0.02490895800292492	0.9654840990825999	0.9748685218445936	-0.0011921411992867241	MLFH040920180321	0.9999989867210388
SV_all	126784	0.011933081783354282	0.02214968204498291	0.9445343872761487	0.9564113253137445	-0.0009035821116400793	MLFH040920180321	0.9999989867210388
SV_med_50-500bp	55754	0.013739018701016903	0.025292815640568733	0.9520082335339652	0.9640164050620625	-0.0008618820925318737	MLFH040920180321	0.9999989867210388
SV_big_500-5kb	56760	0.010633000172674656	0.019541922956705093	0.930775084818803	0.9422907399988409	-0.0007404859468083531	MLFH040920180321	0.9999989867210388
SV_huge_>=5kb	14270	0.010048317722976208	0.01845104806125164	0.8876789502764598	0.9111616433233783	-0.0006657701586174026	MLFH040920180321	0.9999989867210388
all_poly	1826765	0.030337996780872345	0.05583266168832779	0.9633962286928206	0.9768533197781866	0.001192334794114363	MLFH040920190208	0.9999960660934448
SNP	1766990	0.030596867203712463	0.056086160242557526	0.9635802386983167	0.9767705420551539	0.0012955921550729661	MLFH040920190208	0.9999960660934448
INS	37903	0.021081389859318733	0.04594070464372635	0.9215796468558779	0.9676665343763879	-0.0015208946601657557	MLFH040920190208	0.9999960660934448
DEL	21872	0.025464976206421852	0.05069457367062569	0.9530999472412548	0.9794576503331712	-0.00010617833317281941	MLFH040920190208	0.9999960660934448
SV_all	59775	0.022685367614030838	0.047735124826431274	0.9397444189132141	0.9749843533189433	-0.0011586280467366455	MLFH040920190208	0.9999960660934448
SV_med_50-500bp	29917	0.025399722158908844	0.050710245966911316	0.944286274254968	0.9746844335529605	-0.0003801006325125953	MLFH040920190208	0.9999960660934448
SV_big_500-5kb	24401	0.020003244280815125	0.044395167380571365	0.9333620481138222	0.9738245348858335	-0.0016909290128384014	MLFH040920190208	0.9999960660934448
SV_huge_>=5kb	5457	0.019797557964920998	0.045264534652233124	0.9116813307386967	0.976499861804256	-0.002530828147407815	MLFH040920190208	0.9999960660934448
all_poly	2440280	0.026143580675125122	0.04275503382086754	0.9651292040934741	0.9710600921393914	0.0002512260770824169	MLFH040920190221	0.9999960064888
SNP	2335573	0.026579825207591057	0.043219998478889465	0.9652361502308818	0.9712708454936014	0.0003047428301687398	MLFH040920190221	0.9999960064888
INS	68784	0.01521123293787241	0.028876135125756264	0.8646380128831358	0.8835255056766315	0.001459269389989113	MLFH040920190221	0.9999960064888
DEL	35923	0.01871429570019245	0.03365365415811539	0.9523883491784129	0.9570768474545458	4.896077287829754e-05	MLFH040920190221	0.9999960064888
SV_all	104707	0.016413068398833275	0.030599379912018776	0.9251673363883527	0.9343647754168503	0.00023456175207650705	MLFH040920190221	0.9999960064888
SV_med_50-500bp	48356	0.018846211954951286	0.03423403576016426	0.933995787445003	0.9412842353195038	0.0007535859138019268	MLFH040920190221	0.9999960064888
SV_big_500-5kb	45529	0.014398939907550812	0.02727493643760681	0.908277551199171	0.9206566519746533	5.4966979364573104e-05	MLFH040920190221	0.9999960064888
SV_huge_>=5kb	10822	0.014014621265232563	0.026321496814489365	0.8667016424995474	0.8903658116335429	0.0002201685397296106	MLFH040920190221	0.9999960064888
all_poly	2116208	0.03542673587799072	0.06022219732403755	0.9444228566529904	0.9604337235590619	0.000810953933445447	MLFH040920200206	0.9999979734420776
SNP	2034081	0.0358736515045166	0.06065315008163452	0.9447093231879352	0.9605845289411961	0.0009053746865077942	MLFH040920200206	0.9999979734420776
INS	53330	0.0226107370108366	0.04632338508963585	0.8365581248186116	0.8996981934893261	0.0004597171046460383	MLFH040920200206	0.9999979734420776
DEL	28797	0.027592148631811142	0.05186079815030098	0.9232897561847364	0.951054094663754	0.0001844365416680803	MLFH040920200206	0.9999979734420776
SV_all	82127	0.024357419461011887	0.04833729565143585	0.8903142022323096	0.9320747974097864	-0.0001568035596115769	MLFH040920200206	0.9999979734420776
SV_med_50-500bp	39450	0.02763446606695652	0.05257214978337288	0.9006881912758766	0.9343507735830813	0.0007312113569121704	MLFH040920200206	0.9999979734420776
SV_big_500-5kb	34578	0.021453244611620903	0.04422266408801079	0.8737285836183193	0.9253162744784751	-0.0006273236049390521	MLFH040920200206	0.9999979734420776
SV_huge_>=5kb	8099	0.020794153213500977	0.04337000101804733	0.8215812808770011	0.9233353978429953	-0.0014812599956579955	MLFH040920200206	0.9999979734420776
all_poly	2607733	0.024488894268870354	0.0396578311920166	0.9665205003063154	0.9749844421678279	-0.0011506542458870695	MLFH041020180306	0.9999929666519165
SNP	2490126	0.024919018149375916	0.04013197869062424	0.9666320559294175	0.9752337062056646	-0.0011216527239463615	MLFH041020180306	0.9999929666519165
INS	78083	0.014246053993701935	0.026001648977398872	0.8591316323299232	0.8839526399720724	0.0003615382795656424	MLFH041020180306	0.9999929666519165
DEL	39524	0.017624715343117714	0.03099304810166359	0.9534923607389869	0.9595765814085092	-0.001155443810493491	MLFH041020180306	0.9999929666519165
SV_all	117607	0.01538151502609253	0.027779335156083107	0.9256361021814825	0.9371894577446108	-0.0008346581722155637	MLFH041020180306	0.9999929666519165
SV_med_50-500bp	53508	0.01743142120540142	0.03102688677608967	0.9357995357276379	0.945226840148824	-0.00047383286935900014	MLFH041020180306	0.9999929666519165
SV_big_500-5kb	51733	0.013749996200203896	0.024809755384922028	0.9082704600835356	0.9231666973187186	-0.0009625739182924696	MLFH041020180306	0.9999929666519165
SV_huge_>=5kb	12366	0.013336964882910252	0.024467503651976585	0.8463840882101689	0.8766748061147552	-0.00034594944617671647	MLFH041020180306	0.9999929666519165
all_poly	2780472	0.02173445001244545	0.03565928712487221	0.9701702188782609	0.9784623191542218	-0.0010381889557285902	MLFH041020180321	1.0000019073486328
SNP	2653838	0.02214164100587368	0.036121923476457596	0.9702536718779612	0.9786492543094024	-0.0010057345724662878	MLFH041020180321	1.0000019073486328
INS	84522	0.012242382392287254	0.02237730473279953	0.8729322913053617	0.8953718912508404	0.00010298491459257832	MLFH041020180321	1.0000019073486328
DEL	42112	0.015124909579753876	0.026943830773234367	0.9596644041368729	0.9672981687224974	-0.0013317096274259744	MLFH041020180321	1.0000019073486328
SV_all	126634	0.013200961984694004	0.023992551490664482	0.9347463267745714	0.9464512062361652	-0.0009673486117024055	MLFH041020180321	1.0000019073486328
SV_med_50-500bp	56341	0.015095546841621399	0.0272996686398983	0.9431431366539648	0.9549391137448848	-0.0007081244573762533	MLFH041020180321	1.0000019073486328
SV_big_500-5kb	56328	0.011821678839623928	0.021250614896416664	0.9191839215096019	0.929324540915717	-0.0009215399399555041	MLFH041020180321	1.0000019073486328
SV_huge_>=5kb	13965	0.011120717972517014	0.019790275022387505	0.8703630650799618	0.8986245613609629	-0.0009142134038127956	MLFH041020180321	1.0000019073486328
all_poly	2174495	0.028826545923948288	0.04773597791790962	0.9606761926624389	0.9673668425385286	0.001480287066597713	MLFH041020190208	0.999993085861206
SNP	2090086	0.02921580895781517	0.04816513881087303	0.9607903453688997	0.9675269193007928	0.0015746676429080075	MLFH041020190208	0.999993085861206
INS	54846	0.017772577702999115	0.033662088215351105	0.8701482805165481	0.8898819892798588	0.002015530650695388	MLFH041020190208	0.999993085861206
DEL	29563	0.02181355655193329	0.0386555977165699	0.9489441227580893	0.9531051532192024	0.0008264612947473262	MLFH041020190208	0.999993085861206
SV_all	84409	0.019187871366739273	0.03549102321267128	0.9229639875145776	0.9325697042628109	0.0008130291513715307	MLFH041020190208	0.999993085861206
SV_med_50-500bp	40200	0.021584132686257362	0.0388420969247818	0.9315215453377725	0.9385134103688533	0.0015843687010173193	MLFH041020190208	0.999993085861206
SV_big_500-5kb	35869	0.017075052484869957	0.0322546623647213	0.9075342526968372	0.9193800210338312	0.0005104100501960889	MLFH041020190208	0.999993085861206
SV_huge_>=5kb	8340	0.016724441200494766	0.03165266290307045	0.8673198719135063	0.9021275087875047	0.00023664037790962678	MLFH041020190208	0.999993085861206
all_poly	2541547	0.02282300963997841	0.03838512673974037	0.9706884065633197	0.9796473573771556	-0.0011051498451550889	MLFH041020190221	0.9999919533729553
SNP	2429620	0.023202765733003616	0.03880532830953598	0.9708087234282174	0.979907001026573	-0.0011039035481865188	MLFH041020190221	0.9999919533729553
INS	74100	0.01351593155413866	0.026154613122344017	0.87375372268281	0.9014925415781002	0.0006864564177207763	MLFH041020190221	0.9999919533729553
DEL	37827	0.016664408147335052	0.030600465834140778	0.9583157953366596	0.9653639994761454	-0.0005905429576769407	MLFH041020190221	0.9999919533729553
SV_all	111927	0.014579994603991508	0.027736974880099297	0.9329084090915215	0.9462280841503599	-0.00036457560196165355	MLFH041020190221	0.9999919533729553
SV_med_50-500bp	51593	0.016590703278779984	0.031020622700452805	0.9409563184784683	0.9538006565607579	-0.00014760897283901204	MLFH041020190221	0.9999919533729553
SV_big_500-5kb	48796	0.012948528863489628	0.024744760245084763	0.9182707506856834	0.9324771007032422	-0.0003506412619960981	MLFH041020190221	0.9999919533729553
SV_huge_>=5kb	11538	0.012488690204918385	0.023889964446425438	0.8741236448974794	0.8986622543983991	-6.551558691910313e-05	MLFH041020190221	0.9999919533729553
all_poly	1866482	0.023193204775452614	0.046754103153944016	0.9791439703535784	1.0030870974597046	-0.004032597827400837	MLFH041020200206	1.0000009536743164
SNP	1800633	0.02340765669941902	0.046995703130960464	0.9792301551399335	1.0030258740295113	-0.004065355828423908	MLFH041020200206	1.0000009536743164
INS	42194	0.016288328915834427	0.03867005556821823	0.9607810128645174	1.0126149501656996	-0.0036002413638522297	MLFH041020200206	1.0000009536743164
DEL	23655	0.019184671342372894	0.04115321487188339	0.9758453848974723	1.0072429255215016	-0.0032342412208518473	MLFH041020200206	1.0000009536743164
SV_all	65849	0.017328783869743347	0.03958001732826233	0.9688889756737278	1.009791507762649	-0.0034478093556551083	MLFH041020200206	1.0000009536743164
SV_med_50-500bp	32828	0.01928013749420643	0.04268587380647659	0.9699608322439134	1.0080837079926914	-0.003447464672256091	MLFH041020200206	1.0000009536743164
