gene,SNPs,hits,Z,top_candidate_p,Z_pVal
1_0,46,4,0.550073249644239,0.001167366492986023,0.4662766953847056
1_100,42,4,-2.064602914957182,0.0008264843165214276,0.9067670505298921
1_1006,2,1,2.7364215709939894,0.01990000000000002,0.0910121991211601
1_1009,2,2,4.36798413986204,0.00010000000000000018,0.010242057462020115
1_1010,8,2,2.533921806587708,0.0026900777395207046,0.11476400239394846
1_1013,2,0,-1.4359313885727016,1.0,0.8807557673426482
1_1014,2,0,0.6597791632351974,1.0,0.46667517351312404
1_1020,1,0,2.087516999803884,1.0,0.17242131777832892
1_1024,1,0,0.5482337073643715,1.0,0.4942657291203656
1_1026,13,4,1.6922605093345595,6.652021264699332e-06,0.2410437869371953
1_1032,3,0,-0.8547581966073038,1.0,0.7950037404958236
1_1037,22,4,-3.9639836086643596,6.332951307430326e-05,0.9938452239126356
1_1040,1,0,2.2731246394202875,1.0,0.14529867308430866
1_1041,7,2,0.8338334191735066,0.0020310416349400033,0.42244544094704717
1_1042,9,4,5.113503949609472,1.2104328314440042e-06,0.0032716609639946714
1_1044,3,0,0.5932383187285931,1.0,0.481855995774489
1_1046,2,0,0.5823096564951629,1.0,0.4852565988462235
1_1048,1,0,-0.46920571622723134,1.0,0.7259185967383326
1_1050,8,1,0.6544596875985371,0.07725530557207996,0.4637387507640576
1_1054,3,1,-0.3697246412757411,0.029701000000000026,0.702873847606388
1_1055,1,0,0.44189332653299923,1.0,0.5198960266023385
1_1058,19,5,1.0195465047498515,1.034440014634452e-06,0.3756914679466209
1_1059,4,2,3.875831568134868,0.000592030000000001,0.022111158168442335
1_106,14,5,0.30784838023587685,1.8568942838635482e-07,0.5399436582788035
1_1062,1,0,-2.6312557162619274,1.0,0.9717494446667349
1_1064,55,4,-3.894483680268465,0.002272285419051054,0.9865010286049996
1_1066,12,2,-0.22389910822125197,0.006174537772824754,0.6609242859236013
1_1067,31,1,1.7315458584994077,0.2676966303456026,0.2361848230184992
1_1068,1,0,0.47444633227375654,1.0,0.5120538913846228
1_1070,2,0,-0.2343972402279601,1.0,0.6754450802317318
1_1071,3,0,-1.4603770396210853,1.0,0.8824908971362444
1_1072,1,0,0.33629513264369465,1.0,0.5452665176867765
1_1073,40,6,-1.2254880361707183,2.8669659448202396e-06,0.8102283674394202
1_1074,3,0,-1.9120503309244463,1.0,0.9276794180374398
1_1077,22,2,0.839329007331173,0.020229279452277163,0.41404532942007255
1_1078,131,13,-2.2717512534254083,9.690406382218574e-10,0.8711955983937576
1_1079,138,5,-1.5568120827868248,0.012981213891856021,0.7891990114311158
1_1080,11,4,0.766406138504754,3.1197545744292394e-06,0.4358432235603531
1_1081,2,0,-0.7624719291953022,1.0,0.7802678519646284
1_1082,18,3,0.11997559285319954,0.000729159843053951,0.579070466013672
1_1086,5,0,-2.932161144883684,1.0,0.9800017098146101
1_1087,3,0,0.4696493573471332,1.0,0.511451675768397
1_1089,8,2,-0.8869841143723081,0.0026900777395207046,0.7938365715405258
1_109,5,0,-0.7838614556908653,1.0,0.7800031533026184
1_1092,1,0,2.236929425649162,1.0,0.15034904291213302
1_1095,1,0,-0.972974853861462,1.0,0.8172589086609988
1_1096,1,0,2.0501738997120325,1.0,0.17824555777705564
1_11,60,9,0.8144808967575672,9.332430681581332e-09,0.4076725734635065
1_110,3,0,0.3638198078334211,1.0,0.536750680296766
1_1109,1,0,0.05312890639334035,1.0,0.6121175694107048
1_1119,2,2,2.9538109870710434,0.00010000000000000018,0.07139258574319474
1_112,1,0,0.4145595019887236,1.0,0.5264750251419805
1_1122,31,5,-3.2311953961559983,1.367787776657329e-05,0.9783584877257874
1_1123,19,7,0.04224859702712099,4.534831506714627e-10,0.5954411786593354
1_1126,16,2,1.7244514250267229,0.010932892162518214,0.23556301751739395
1_1127,7,3,1.711172818483723,3.396253015000008e-05,0.23708985123771154
1_1128,2,0,-0.5227400557926152,1.0,0.7352238773127515
1_1130,1,0,-1.9517120597218112,1.0,0.9327341532528045
1_1132,5,0,-0.09452704327099129,1.0,0.6409418707050363
1_1136,10,0,-0.11615466902865067,1.0,0.6398838283581768
1_1141,1,0,0.897949787064714,1.0,0.41070761256265576
1_1142,1,0,-0.8325240658439399,1.0,0.7939167026177714
1_1143,2,0,-0.9481933727778151,1.0,0.8119141609684026
1_1145,1,0,1.2986206723401428,1.0,0.3199385702539883
1_1147,3,0,-1.1628808376313562,1.0,0.8434908817328193
1_1148,8,1,-0.7598877999348959,0.07725530557207996,0.7717751792605692
1_1149,6,1,1.9626895578680146,0.058519850599000056,0.19337482355351387
1_115,1,0,1.0854058105738782,1.0,0.36729952748903694
1_1151,29,1,-1.750279964862486,0.2528279056684038,0.8874950830376455
1_1154,219,14,-5.039218005090488,6.464526269496551e-08,0.9836152362548345
1_1155,1,0,-1.1670643088840054,1.0,0.8466725535947055
1_1156,4,0,-2.312130204044182,1.0,0.9546180327141858
1_1157,64,1,-3.2224499725576776,0.47440351247443796,0.9651543988379998
1_1158,1,0,0.44592018651594045,1.0,0.5189262972093966
1_1159,1,0,0.8307277254302886,1.0,0.4265755141830674
1_1160,2,0,0.7011282962678593,1.0,0.45678446182983656
1_1161,1,0,2.1968732749985724,1.0,0.15607293434483904
1_1162,1,0,1.937815303656358,1.0,0.19650598458519863
1_1163,55,3,2.0838136945342063,0.017828760140394417,0.1869757827100258
1_1164,1,0,0.5824679256025554,1.0,0.48601450044323735
1_1168,1,0,1.4433787743482067,1.0,0.2893258813089902
1_117,2,1,3.479827377019992,0.01990000000000002,0.037345529034544245
1_1171,3,0,-0.3837371756319548,1.0,0.7057797852270443
1_1172,1,0,1.4074115779300762,1.0,0.29680279668558196
1_1175,1,1,2.3461812807494224,0.010000000000000009,0.13545618550229366
1_1177,5,0,-0.5200108546864709,1.0,0.7306573521719636
1_1178,2,0,-0.8539394464363622,1.0,0.796220215695713
1_1179,1,0,-0.013280757658232589,1.0,0.6274008048931075
1_1180,7,2,2.0010081963654907,0.0020310416349400033,0.1874053002945295
1_1182,10,0,-0.06450658331295696,1.0,0.6284763792616916
1_1185,12,0,3.0519099977412183,1.0,0.0672396461971203
1_119,4,0,-2.5192654244359955,1.0,0.9652647401755602
1_1192,1,0,2.2723578391708794,1.0,0.14540446827304876
1_1194,15,1,-0.16283330332248352,0.1399416453587116,0.644423942838159
1_1196,1,0,0.5824679256025554,1.0,0.48601450044323735
1_1197,1,0,0.5467913011784041,1.0,0.4946134605993636
1_1199,7,0,0.7993687965722047,1.0,0.4304565125321721
1_1202,34,4,-1.9137753539686702,0.0003648914330466054,0.8994717274660511
1_1203,3,1,-0.7979358181328217,0.029701000000000026,0.7851746826791313
1_1207,1,0,1.5329680795981113,1.0,0.2710970490313741
1_1209,124,13,0.7223872643114162,4.884985174009962e-10,0.4198625709807531
1_121,2,0,0.5478458874613417,1.0,0.4935356107667638
1_1212,8,1,-0.010787933389441524,0.07725530557207996,0.6187005006623849
1_1213,3,0,-0.33717666554364834,1.0,0.6960738893292958
1_1214,2,0,-1.1683747745620012,1.0,0.8455668766214055
1_1215,4,0,-0.9915956667428979,1.0,0.816224651231153
1_1216,2,0,-1.1416554117455278,1.0,0.8417095550191311
1_1217,1,0,-2.8723945568856903,1.0,0.9799580223560608
1_1218,11,2,-0.06130949441949327,0.005179717490315069,0.6266549495186586
1_1219,5,3,6.418456761037089,9.850600000000027e-06,0.00021223758801858228
1_1220,1,0,-0.6472162433536384,1.0,0.7605571978771637
1_1222,1,0,0.42915998671764877,1.0,0.5229616073952214
1_1228,11,0,2.4472099859217757,1.0,0.12601839909466472
1_1232,1,0,-0.04461498280546747,1.0,0.6345445027926996
1_1234,1,0,-0.16955412879463125,1.0,0.6625457376595528
1_1235,2,0,-0.7144284013965944,1.0,0.771609531970134
1_1236,2,0,0.5692745551689327,1.0,0.4883873840052023
1_1239,1,0,-0.7015215351256752,1.0,0.7706276522906927
1_1246,1,1,2.3294342198016196,0.010000000000000009,0.13767102809307774
1_125,10,0,-2.5527309839152617,1.0,0.9631844115920474
1_1260,3,1,1.5525337048122962,0.029701000000000026,0.2671439282277758
1_1261,2,0,0.5430276187585129,1.0,0.4946933762450847
1_1263,1,0,-0.2637829153812337,1.0,0.6830939251948609
1_1265,11,5,-0.6244149125036449,4.3938926336161195e-08,0.7430039530302678
1_1266,2,0,0.5875610529551002,1.0,0.48399555849939424
1_1267,7,4,6.005023742366487,3.4166980000000114e-07,0.0005552421461662016
1_1268,5,0,-1.3057860047121737,1.0,0.8607202354113819
1_1276,3,0,-0.8096332848463157,1.0,0.7872201777336909
1_1279,18,2,-0.8422731722368996,0.013756463740805566,0.7736540131183027
1_128,1,0,1.5531029561438174,1.0,0.2670804385848785
1_1282,7,1,1.2131067653279202,0.06793465209301006,0.33707462504964814
1_1283,1,0,-0.45500700399378513,1.0,0.7230527409445103
1_1284,2,0,-1.042870915947886,1.0,0.8269045724478777
1_1285,3,0,-2.421436988395382,1.0,0.9611818429793294
1_1286,10,2,3.4035742553175514,0.004266200242831427,0.04376015022862645
1_1289,2,0,-1.8105677150468922,1.0,0.9199067863215329
1_129,2,1,1.6750785744904186,0.01990000000000002,0.2434583107672279
1_1294,1,0,-0.7814621327543683,1.0,0.7850104956593063
1_1296,1,0,0.7388779052289921,1.0,0.44844540294228386
1_1299,51,5,0.2571154796963352,0.00016019410629843802,0.5253755475768174
1_13,1,1,3.6214001105911633,0.010000000000000009,0.03062804209908032
1_1300,3,2,-0.28327213767943876,0.0002980000000000005,0.6846623022104065
1_1304,55,9,1.8961839419024038,4.1987311992265485e-09,0.2142439866723015
1_1309,2,1,2.689991186508107,0.01990000000000002,0.09567781875210768
1_131,1,0,-1.5771118110378084,1.0,0.8979716655140432
1_1316,10,1,1.0480870667636064,0.09561792499119559,0.3724047910542021
1_1317,2,0,-0.9630020587642889,1.0,0.8143102902797947
1_1329,13,1,-0.2556382684526431,0.12247897700103212,0.6665088896578946
1_1330,1,0,-1.58275954798325,1.0,0.8985781939451711
1_1333,1,0,-1.881752705182917,1.0,0.9270529380124971
1_1336,14,3,0.18219698876765542,0.0003351416785493981,0.5687410082285677
1_1337,8,0,-2.2981437484621945,1.0,0.9509003488948915
1_1342,14,0,-1.6425325593502502,1.0,0.8909349555334206
1_1348,5,0,1.1889599106877415,1.0,0.3428512599629887
1_1349,3,0,0.3709301475467499,1.0,0.5350544291967092
1_1352,43,3,0.8346158915397887,0.009159838483861968,0.40771601821362624
