,gene,SNPs,hits,Z,top_candidate_p
1924,1_5062,24,4,5.226298995367822,9.053764174621837e-05
1925,1_5064,2,0,0.7745097153716662,1.0
1926,1_5065,1,0,0.83383955914228,1.0
1927,1_5066,26,3,4.859987608734322,0.0021887611748319237
1928,1_5070,1,0,1.6626624334397069,1.0
1930,1_5076,1,0,-0.014578314421825743,1.0
1931,1_5079,10,2,4.374304803671408,0.004266200242831427
1932,1_5080,1,0,-0.5095907580099992,1.0
1933,1_5081,4,1,2.0046598698510403,0.039403990000000035
1934,1_5083,1,0,0.30532504882183026,1.0
1935,1_5086,11,0,0.6128154629604063,1.0
1936,1_5088,1,0,-0.886330608123172,1.0
1937,1_509,7,0,-0.4580647726367853,1.0
1939,1_5094,2,0,0.24053303627167513,1.0
1940,1_5098,4,1,3.8235975456483917,0.039403990000000035
1941,1_51,5,1,2.937045041866371,0.049009950100000046
1942,1_5102,1,1,2.403927944533593,0.010000000000000009
1943,1_5107,1,0,0.6319610944648597,1.0
1944,1_5109,1,0,1.0644153126582778,1.0
1946,1_5111,3,0,-0.08023102804450839,1.0
1947,1_5112,1,0,-1.1728997745222336,1.0
1948,1_5114,5,2,4.2874435366099775,0.0009801496000000018
1951,1_5118,19,0,2.188711634740848,1.0
1952,1_5119,1,0,2.2652297240543215,1.0
1953,1_5123,7,0,1.1066176059625503,1.0
1954,1_5124,2,0,0.6869742115505056,1.0
1955,1_5125,1,0,-0.5258046548691736,1.0
1956,1_5128,20,0,-1.383635799672446,1.0
1957,1_5131,1,0,-0.4565364026442223,1.0
1958,1_5133,23,2,2.15412193701731,0.02201068076236393
1959,1_5137,19,1,1.4986388142642428,0.1738313761644134
1962,1_5142,6,1,2.1124367573294562,0.058519850599000056
1963,1_5143,2,1,2.413473831440159,0.01990000000000002
1964,1_5144,36,0,3.9712443126885777,1.0
1965,1_5146,3,0,2.431930591595428,1.0
1966,1_5148,30,2,0.8583903268878325,0.036147998312240706
1967,1_515,3,0,0.16026338492861866,1.0
1968,1_5155,1,0,1.33054102141087,1.0
1969,1_5157,2,1,3.413216425070415,0.01990000000000002
1971,1_516,1,0,-1.1519839712779825,1.0
1973,1_5166,3,0,2.5154895279913707,1.0
1974,1_5167,5,0,-0.09322857384974058,1.0
1977,1_519,1,0,1.6635528549849472,1.0
1980,1_524,11,0,0.11097664102798685,1.0
1981,1_525,5,1,2.777110190751227,0.049009950100000046
1983,1_530,2,0,-0.042919463860539415,1.0
1984,1_534,8,0,1.706715054414313,1.0
1985,1_538,1,0,0.1621963170087007,1.0
1987,1_541,9,0,-0.13628726229578783,1.0
1990,1_545,1,0,-0.5258046548691736,1.0
1991,1_547,13,1,1.2141499631459385,0.12247897700103212
1992,1_551,39,2,2.93553406393448,0.05807465888566573
1993,1_552,8,0,-3.0462587417394476,1.0
1994,1_554,38,1,0.48075593051938487,0.31744540498961304
1996,1_557,9,1,1.3636553955713249,0.08648275251635919
1997,1_558,1,1,3.0196694921463947,0.010000000000000009
1998,1_560,1,0,1.3060901565763852,1.0
2000,1_562,27,4,0.21890677277430057,0.00014599800873314994
2001,1_565,10,0,1.8490746663077582,1.0
2002,1_566,11,0,2.3901023448460372,1.0
2003,1_567,16,1,1.8673901842376506,0.1485422289051245
2004,1_570,15,2,3.855789293821622,0.009629773443364747
2005,1_571,3,0,-0.5657079820309436,1.0
2006,1_575,9,0,-1.1451099977301007,1.0
2007,1_576,1,0,0.13313780146438298,1.0
2008,1_578,6,1,3.4675012854573497,0.058519850599000056
2009,1_580,1,0,1.6971615617875093,1.0
2010,1_582,4,0,0.7445495733819868,1.0
2011,1_588,23,0,2.834555126419815,1.0
2012,1_59,5,0,2.068680994716385,1.0
2014,1_591,1,0,1.375428146022808,1.0
2015,1_593,1,0,1.1063009055077075,1.0
2017,1_597,2,0,-0.2917819710944289,1.0
2018,1_598,37,1,1.4266618201542194,0.31055091413092223
2019,1_600,1,0,0.16481042283093558,1.0
2020,1_602,4,0,-0.3204819933430992,1.0
2021,1_604,32,0,-0.2992696831411132,1.0
2022,1_605,2,0,1.3395955808600093,1.0
2023,1_606,23,0,1.576226945964797,1.0
2025,1_623,3,0,1.7945497726877246,1.0
2026,1_624,1,0,-0.8829982815243922,1.0
2027,1_625,2,0,1.4099184010622834,1.0
2028,1_63,4,0,2.3617177939570455,1.0
2029,1_631,3,0,1.1216477446613669,1.0
2030,1_635,1,0,-0.3289591033361065,1.0
2031,1_637,32,4,2.907184821346999,0.00028747364479569346
2032,1_638,11,0,-0.11435728938266154,1.0
2033,1_64,3,0,-0.07600044790086158,1.0
2034,1_640,4,0,-1.11317610844282,1.0
2035,1_646,1,0,1.6234375084649342,1.0
2036,1_660,14,3,4.8500426925705264,0.0003351416785493981
2037,1_662,27,3,3.48378522921284,0.002444106570594271
2039,1_664,4,0,0.35083218327828813,1.0
2040,1_666,1,0,0.21875297516668146,1.0
2041,1_668,1,0,1.2937168584458125,1.0
2042,1_669,1,0,1.278263219010631,1.0
2043,1_672,1,0,1.6383046028134085,1.0
2045,1_675,4,1,1.6342728570961473,0.039403990000000035
2046,1_677,1,0,-0.886330608123172,1.0
2047,1_688,1,0,1.2528090700453787,1.0
2048,1_689,1,0,1.6144853130557624,1.0
2050,1_693,1,0,-0.07125566461964727,1.0
2051,1_694,7,2,4.298641064871136,0.0020310416349400033
2052,1_695,35,0,1.334247281728159,1.0
2053,1_699,8,1,-0.07685650221970373,0.07725530557207996
2054,1_7,1,0,1.6165887588503642,1.0
2055,1_70,7,0,1.8799705263336324,1.0
2056,1_701,2,0,0.4829403993983748,1.0
2058,1_704,3,0,3.073091561401397,1.0
2059,1_705,3,0,0.3058089050154741,1.0
2061,1_71,1,0,-0.39170824132621784,1.0
2062,1_710,6,1,1.046531364730903,0.058519850599000056
2063,1_713,11,2,3.1330848012280343,0.005179717490315069
2064,1_715,11,0,-1.087446971935887,1.0
2065,1_716,1,0,-0.5141706584094384,1.0
2067,1_721,15,2,1.661990401215111,0.009629773443364747
2069,1_723,25,0,0.18883251574499924,1.0
2071,1_725,34,3,0.8994958794704717,0.004746994797058528
2072,1_730,1,0,1.0644153126582778,1.0
2073,1_732,35,1,0.03403127628629232,0.29655230500043084
2074,1_736,24,0,2.826881084509536,1.0
2075,1_737,1,0,-1.516869957448387,1.0
2076,1_739,1,0,-0.11171952189274648,1.0
2077,1_740,1,0,1.1913615004075515,1.0
2078,1_741,2,0,-0.33150128276078633,1.0
2080,1_746,2,0,0.9391895185168785,1.0
2081,1_749,6,1,3.6503070496289824,0.058519850599000056
2082,1_751,6,0,0.24558744380320988,1.0
2083,1_754,4,0,-1.5409562878617589,1.0
2084,1_758,1,0,-1.6588511018859362,1.0
2085,1_763,31,3,2.5909536706985774,0.003646012208816228
2086,1_765,2,0,2.506908988511498,1.0
2087,1_766,1,0,2.2920397766215643,1.0
2088,1_769,1,0,-1.1682895230365302,1.0
2089,1_774,15,1,2.2160026180277184,0.1399416453587116
2090,1_776,10,1,1.4095489207190857,0.09561792499119559
2091,1_777,2,0,1.3350904248496887,1.0
2092,1_779,1,0,-0.7021413777562497,1.0
2093,1_780,5,0,-0.638194138238227,1.0
2094,1_787,1,1,2.733480006353549,0.010000000000000009
2095,1_79,2,0,-0.421437442852016,1.0
2096,1_792,9,1,-1.8803878067843889,0.08648275251635919
2097,1_793,4,0,0.9552947642852582,1.0
2098,1_794,3,0,0.4776741531985314,1.0
2099,1_795,1,0,0.46509693613318276,1.0
2100,1_796,9,1,1.0061519018875504,0.08648275251635919
2101,1_8,9,0,1.4296703228819865,1.0
2102,1_80,17,0,-1.5944146137869621,1.0
2103,1_802,24,4,4.732201599654011,9.053764174621837e-05
2105,1_81,1,0,1.614367577602759,1.0
2107,1_813,1,0,-0.5103058570908302,1.0
2108,1_815,31,1,2.2813283335847934,0.2676966303456026
2109,1_824,3,0,2.2671359146018846,1.0
2110,1_83,8,0,0.6241612618729467,1.0
2111,1_830,1,0,0.1621963170087007,1.0
2112,1_832,21,1,0.7345340272773492,0.1902721317787416
2114,1_834,5,0,1.5158550904442436,1.0
2115,1_842,6,0,2.090503044945522,1.0
2116,1_844,4,2,4.109301007290767,0.000592030000000001
2117,1_845,1,0,1.6144853130557624,1.0
2118,1_846,8,0,1.5789679143003088,1.0
2119,1_847,8,3,4.619206292867028,5.3933321197900146e-05
2120,1_848,8,0,1.5520731336368174,1.0
2121,1_849,5,0,1.4700255590016742,1.0
2122,1_854,17,1,1.3282548622499661,0.15705680661607327
2123,1_855,9,1,2.0388891175205845,0.08648275251635919
2124,1_858,11,0,-0.2587181086717819,1.0
2125,1_859,2,0,2.2652736031002854,1.0
2126,1_863,6,0,2.3413019874986767,1.0
2127,1_865,3,0,-0.42180658610577587,1.0
2128,1_866,1,0,-0.9076315490829255,1.0
2129,1_871,2,0,-0.12157243734409814,1.0
2130,1_872,1,0,0.880301685098609,1.0
2131,1_873,6,0,-2.266695335243104,1.0
2132,1_875,1,0,0.1621963170087007,1.0
2133,1_880,1,0,-1.2111560584466623,1.0
2135,1_887,1,0,0.8628529539598091,1.0
2136,1_888,17,1,0.17543821654479624,0.15705680661607327
2137,1_889,2,0,1.8098079394974527,1.0
2138,1_89,1,0,1.2873400784574969,1.0
2139,1_892,5,0,1.746530958200505,1.0
2140,1_893,1,0,1.1633621240891576,1.0
2141,1_894,7,0,0.6220527250742037,1.0
2142,1_896,27,2,0.641852619648192,0.029745636285504362
2143,1_898,5,0,0.8894847179574707,1.0
2144,1_900,12,1,-0.6430954676226256,0.11361512828387083
2145,1_903,10,0,0.6769813837875903,1.0
2146,1_906,1,0,1.6279575837284084,1.0
2147,1_910,2,0,-0.3135945968806071,1.0
2148,1_911,2,0,2.3569641621955073,1.0
2149,1_915,3,0,-0.5420156528536721,1.0
2150,1_917,1,0,1.0426692160603064,1.0
2151,1_918,1,0,0.3946668103240359,1.0
2152,1_920,1,0,0.42365713581390513,1.0
2153,1_923,2,1,2.321812696071035,0.01990000000000002
2154,1_924,2,0,0.6413667079608808,1.0
2156,1_926,1,0,-0.440475849508096,1.0
2157,1_927,1,0,-0.4128294131653015,1.0
2158,1_928,1,0,1.3261068726618668,1.0
2159,1_93,3,0,-0.06355046991549641,1.0
2160,1_931,1,1,2.6495025496309457,0.010000000000000009
2161,1_933,1,0,1.0892114745763593,1.0
2162,1_936,2,1,2.651972472933063,0.01990000000000002
2163,1_94,1,0,0.16646121911201758,1.0
2164,1_946,1,0,-0.34884014891804765,1.0
2165,1_947,2,0,-0.5094597666785975,1.0
2166,1_948,6,0,0.8224495334745199,1.0
2167,1_949,6,1,3.24028414338579,0.058519850599000056
2168,1_95,1,0,0.16616047928841582,1.0
2169,1_950,7,1,2.4104354842925817,0.06793465209301006
2170,1_953,8,0,-0.3189370760516304,1.0
2171,1_954,6,0,0.5017965401384062,1.0
2172,1_955,3,0,2.349886600579031,1.0
2173,1_956,20,0,1.434697627187037,1.0
2175,1_963,5,0,0.2560558787756735,1.0
2176,1_965,32,1,0.5128559068074892,0.27501966404214656
2177,1_973,5,0,1.3583409807808353,1.0
2178,1_977,3,0,-0.25312849958818556,1.0
2179,1_981,1,0,-0.8861396486993273,1.0
2180,1_983,1,0,0.48697571629613146,1.0
2181,1_985,2,0,-0.12838395902979072,1.0
2182,1_987,1,0,1.5718513217370285,1.0
2183,1_988,1,0,-1.1103440454335551,1.0
2185,1_992,1,0,1.1165755746696022,1.0
2186,1_994,1,0,-0.8564342982851587,1.0
2187,1_996,1,0,0.44328849003018295,1.0
2188,1_997,1,0,0.7926150457697553,1.0
2189,1_998,2,0,1.4029419046290037,1.0
2191,2_100,6,1,1.3793555897511518,0.058519850599000056
2192,2_1000,35,1,1.4279150476495626,0.29655230500043084
2193,2_1001,9,2,4.623983592815535,0.0034357300178462975
2195,2_1006,4,0,0.5816373074727578,1.0
2196,2_1007,4,0,1.6930941141915976,1.0
2197,2_1009,1,0,1.410592853688535,1.0
2198,2_1010,8,1,2.893027518836855,0.07725530557207996
2201,2_1017,7,0,-0.7068236624522221,1.0
2203,2_1021,3,1,3.027276321162676,0.029701000000000026
2205,2_1028,7,1,1.2912939110366022,0.06793465209301006
2206,2_1029,13,0,1.7730367169668513,1.0
2207,2_1031,2,0,1.9724010554357951,1.0
2208,2_1033,1,0,-0.22772864755837294,1.0
2209,2_1034,1,0,1.6200159998074715,1.0
2210,2_1035,8,0,0.21209130333325382,1.0
2211,2_1036,12,0,1.9861973967759814,1.0
2212,2_1037,3,0,1.0818017746111512,1.0
2213,2_1038,4,0,2.4227757201012445,1.0
2214,2_1041,19,0,2.1916193625065254,1.0
2215,2_1042,25,0,1.074494457330279,1.0
2216,2_1044,2,0,2.1876521321998936,1.0
2217,2_1048,1,0,0.23171948036442971,1.0
2218,2_1050,9,0,1.1628868089372035,1.0
2220,2_1054,1,0,1.7341159839752787,1.0
2221,2_1055,12,0,0.20133655374793952,1.0
2222,2_1056,2,0,-0.403337265588627,1.0
2223,2_1058,1,0,0.38467831946567166,1.0
2224,2_106,26,0,1.9871537876608945,1.0
2225,2_1064,1,0,0.16841384110284693,1.0
2226,2_1067,6,0,1.324636822837159,1.0
2228,2_1074,1,0,1.5300732447283476,1.0
2229,2_1079,3,0,2.032560897168495,1.0
2231,2_1086,3,0,-1.9183902315229626,1.0
2233,2_1090,9,0,3.146582771013377,1.0
2234,2_1092,12,0,1.1962884097581106,1.0
2235,2_1093,2,0,-0.9891447389764821,1.0
2236,2_1095,3,0,2.2058551911329873,1.0
2237,2_1096,1,0,-0.26652410169857793,1.0
2238,2_110,35,0,1.0121921665165834,1.0
2239,2_1103,1,0,1.6002294101861785,1.0
2240,2_1109,4,1,0.7584999180381181,0.039403990000000035
2241,2_111,6,0,1.9804114383249989,1.0
2242,2_1110,3,0,0.8853999429890224,1.0
2243,2_1111,4,0,1.0612474262475105,1.0
2244,2_1113,14,0,1.4126049760686992,1.0
2245,2_1117,5,0,-0.6492422686948593,1.0
2246,2_1118,4,0,1.6901046020341073,1.0
2247,2_1119,2,0,1.4252904508518165,1.0
2248,2_1121,1,0,1.4974989830544512,1.0
2249,2_1122,4,0,2.715845037579348,1.0
2250,2_1129,2,0,2.6332167799923627,1.0
2251,2_113,1,0,1.3416035085079192,1.0
2252,2_1130,1,0,0.8727816928058884,1.0
2253,2_1131,22,3,5.439635097199831,0.0013356291937811095
2254,2_1132,3,0,0.45158884259828685,1.0
2255,2_1135,1,0,-0.3537660745732248,1.0
2256,2_1136,1,0,0.6139794302221847,1.0
2257,2_1138,2,1,0.9095751174252728,0.01990000000000002
2258,2_1142,2,0,1.2718881278681018,1.0
2259,2_1145,2,0,1.9817973481032252,1.0
2260,2_1146,19,0,1.330951370336818,1.0
2261,2_1147,4,0,1.4217433016728087,1.0
2262,2_1150,1,0,1.800483668845467,1.0
2263,2_1151,3,0,-0.738035829057254,1.0
2264,2_1159,24,0,-0.16793490709505288,1.0
2266,2_1161,2,0,2.10368718026913,1.0
2270,2_1166,19,0,-0.12910941334540435,1.0
2271,2_1168,1,0,0.798396902877405,1.0
2272,2_1169,1,0,-2.3050280948025628,1.0
2274,2_1171,13,1,2.232105260005051,0.12247897700103212
2275,2_1172,1,0,-0.47194786760703766,1.0
2277,2_1176,5,0,1.704816083591351,1.0
2279,2_1180,1,0,-0.16951283192635255,1.0
2280,2_1185,3,0,2.4336383110204873,1.0
2281,2_1188,1,0,0.8895783044780379,1.0
2282,2_1198,8,3,4.947477138017632,5.3933321197900146e-05
2283,2_1199,7,0,0.8105305995575114,1.0
2284,2_12,23,1,3.7224432671860854,0.20638571635634465
2285,2_1200,27,0,0.9859042316295871,1.0
2286,2_1208,3,0,1.041201775977309,1.0
2288,2_1210,3,0,-0.05628729590046552,1.0
2289,2_1212,2,0,0.41488922633868863,1.0
2290,2_1215,33,0,0.4655687203366474,1.0
2291,2_1216,1,0,0.9505635092550532,1.0
2292,2_1218,38,0,2.604500765402978,1.0
2293,2_122,6,0,2.074153815478494,1.0
2294,2_1221,2,0,-0.23961489964505475,1.0
2295,2_1222,3,0,1.2452181790965098,1.0
2297,2_1228,2,0,2.5982177707411016,1.0
2298,2_1230,2,0,-0.053531762657302355,1.0
2300,2_1235,10,0,0.17919683949126022,1.0
2301,2_1237,29,0,1.1707424288941406,1.0
2302,2_1238,1,0,0.6624797007316432,1.0
2303,2_1239,10,0,1.2990260472764112,1.0
2305,2_1241,5,0,0.048764354668375025,1.0
2306,2_1243,4,1,1.2458408773062037,0.039403990000000035
2307,2_1245,5,0,1.702150563575817,1.0
2308,2_1246,1,0,1.4339891469750876,1.0
2309,2_1249,1,0,1.1225917989874519,1.0
2310,2_1252,1,0,1.5369547446952887,1.0
2311,2_1257,2,0,1.3170086236054912,1.0
2312,2_1262,1,0,0.9492142410209583,1.0
2314,2_1265,1,0,0.05633918911172408,1.0
2315,2_1266,29,1,0.6303503448090606,0.2528279056684038
2317,2_1269,4,0,0.49994971161087276,1.0
2318,2_1270,1,0,0.6686392321180477,1.0
2319,2_1271,22,1,1.4585144216479706,0.1983694104609542
2321,2_1273,1,0,1.4699380243232787,1.0
2323,2_1275,3,0,1.3923938835569725,1.0
2324,2_1277,6,0,1.3626439818340643,1.0
2325,2_1278,10,2,2.8338156090754922,0.004266200242831427
2327,2_1285,13,1,-0.6580282371808885,0.12247897700103212
2329,2_1289,3,0,-0.7049375108619464,1.0
2330,2_1290,1,0,-1.506980404731423,1.0
2331,2_1293,6,0,1.8124020087841937,1.0
2332,2_1294,2,0,-0.43762966075672927,1.0
2334,2_1298,4,0,1.1340952880016717,1.0
2335,2_13,2,0,0.01935352413018473,1.0
2336,2_1300,5,0,-0.7254943843017331,1.0
2337,2_1301,1,0,1.7392057068619642,1.0
2338,2_1302,10,0,2.645916877924458,1.0
2339,2_1307,16,0,1.339542614583788,1.0
2340,2_1308,1,0,0.14892045555293715,1.0
2341,2_1311,2,0,-0.575309171363388,1.0
2342,2_1313,15,1,1.130246207261349,0.1399416453587116
2343,2_1316,3,0,1.8113565976454507,1.0
2344,2_1317,2,0,1.8519708116121525,1.0
2345,2_1318,15,1,3.6045493738493355,0.1399416453587116
2346,2_132,2,0,0.7299395982889252,1.0
2347,2_1320,1,0,0.33055108424379903,1.0
2348,2_1322,5,0,1.0276986766904774,1.0
2349,2_1323,10,0,3.2024414259233374,1.0
2350,2_1325,2,0,2.980855860806081,1.0
2351,2_1326,1,1,2.831491534583682,0.010000000000000009
2352,2_1330,2,0,-0.05341230456143425,1.0
2353,2_1331,1,0,-0.8584520806344255,1.0
2356,2_1344,1,0,0.19664049350368468,1.0
2357,2_1346,1,0,0.12841254989699463,1.0
2358,2_1347,8,0,2.548718541068075,1.0
2359,2_1348,3,1,2.1304945120264764,0.029701000000000026
2361,2_135,4,0,0.052225056090325336,1.0
2364,2_137,2,0,0.5498559475553628,1.0
2365,2_1371,2,0,-0.8604354001886215,1.0
2367,2_1374,1,0,0.8975635853724165,1.0
2368,2_1380,1,0,1.1385446635337926,1.0
2369,2_1384,14,1,2.4342607928598055,0.13125418723102178
2370,2_1385,1,0,2.2004874977619324,1.0
2371,2_1387,2,0,1.555618279667872,1.0
2372,2_1389,2,0,-0.08761686519975456,1.0
2373,2_1392,1,0,1.1754298427234253,1.0
2375,2_1396,23,0,0.5938960162636628,1.0
2376,2_140,2,0,0.11775297351757977,1.0
2377,2_1402,1,0,-1.3898066441264607,1.0
2378,2_1405,6,0,0.22526998292452294,1.0
2379,2_1407,12,0,1.4318929771951192,1.0
2380,2_1408,3,0,2.879517026565805,1.0
2381,2_1410,9,0,2.3540608254243423,1.0
2382,2_1414,1,0,0.35001097651765506,1.0
2383,2_1416,1,0,-1.1860051645028742,1.0
2384,2_1418,2,0,0.009999984110797083,1.0
2385,2_1419,1,0,1.7764098303720166,1.0
2386,2_1422,20,2,2.6562645381319534,0.016859337635651808
2387,2_1423,2,0,2.084407861254261,1.0
2388,2_1425,4,0,-0.26061547538833435,1.0
2390,2_1428,14,0,1.2505627346301846,1.0
2391,2_1431,9,0,2.0740330101288773,1.0
2393,2_1435,5,0,1.4417320071957533,1.0
2394,2_1439,27,0,1.1921101863432777,1.0
2395,2_144,8,0,1.0594674974231744,1.0
2396,2_1441,4,0,2.4092911634123744,1.0
2397,2_1442,1,0,1.7465631728763626,1.0
2398,2_1443,1,0,1.8388686355834507,1.0
2399,2_1444,1,0,-0.4838197462024463,1.0
2401,2_1448,11,1,3.2647589193452653,0.10466174574128365
2402,2_1449,31,1,0.9840981662256829,0.2676966303456026
2405,2_1454,5,0,0.8684283743467031,1.0
2406,2_1457,2,0,1.2235778101390529,1.0
2407,2_1458,26,0,2.4580136388043945,1.0
2409,2_146,3,0,1.9339175607208208,1.0
2410,2_1460,1,0,0.6030834134541112,1.0
2411,2_1461,20,0,0.9027987504670208,1.0
2412,2_1462,11,1,2.639969936396403,0.10466174574128365
2413,2_1464,1,0,1.4941835613425893,1.0
2414,2_1465,16,0,1.3050933625485888,1.0
2415,2_1466,10,0,0.30183606827673515,1.0
2417,2_1468,8,1,-0.010842998163442532,0.07725530557207996
2418,2_147,14,1,1.8923929057749853,0.13125418723102178
2419,2_1472,1,0,-0.4411182390095729,1.0
2420,2_1473,2,0,1.5749705755321008,1.0
2421,2_1478,2,0,1.5241501500447854,1.0
2422,2_1479,7,0,-1.8158129788739146,1.0
2423,2_1480,5,0,1.2052691034980478,1.0
2424,2_1482,3,1,1.8802174678593282,0.029701000000000026
2426,2_1486,16,0,2.671876701312485,1.0
2427,2_1489,30,0,3.094413658143882,1.0
2428,2_149,1,0,-0.41111845259360585,1.0
2430,2_1492,7,2,2.500156786680205,0.0020310416349400033
2431,2_1493,1,0,-0.2831329292715162,1.0
2432,2_1495,21,0,2.549083545540303,1.0
2433,2_1496,18,1,3.1218814701887827,0.16548623854991254
2434,2_1497,1,0,1.3861523106631646,1.0
2436,2_150,1,1,2.3422627857870246,0.010000000000000009
2437,2_1500,15,0,3.2991927541951935,1.0
2438,2_1505,15,2,1.1249564310452285,0.009629773443364747
2439,2_1507,3,0,-0.46068108320387446,1.0
2440,2_151,11,0,-0.8152812791625719,1.0
2441,2_1512,6,1,2.334916795423625,0.058519850599000056
2442,2_1513,1,0,-0.6720621676768341,1.0
2443,2_1515,1,0,0.03907975726654368,1.0
2444,2_1516,1,0,0.04987951706076195,1.0
2445,2_1517,5,0,-0.7686351005164259,1.0
2446,2_1518,5,1,0.34246189127630705,0.049009950100000046
2447,2_1519,1,0,0.037053560412498764,1.0
2448,2_152,6,0,1.2579073907195713,1.0
2449,2_1521,1,0,-1.8073187127303187,1.0
2450,2_1524,10,1,3.501557497875874,0.09561792499119559
2451,2_1525,10,0,1.8394509096643532,1.0
2452,2_1527,7,0,1.443221566456099,1.0
2453,2_153,1,0,-0.4794745067954944,1.0
2454,2_1531,7,0,0.9006132200407253,1.0
2456,2_1539,1,0,-0.1958026957674919,1.0
2457,2_1545,15,1,-0.36958584871843114,0.1399416453587116
2458,2_1548,1,0,1.4166692891292987,1.0
2459,2_1553,12,0,-1.692454697343151,1.0
2460,2_1554,5,1,2.1402420577979595,0.049009950100000046
2461,2_1555,1,0,1.530110256200163,1.0
2462,2_1556,12,0,2.2122593894596396,1.0
2463,2_1558,10,1,2.1392615108839492,0.09561792499119559
2464,2_156,2,0,0.6623513760611679,1.0
2465,2_1561,35,0,0.22114815727485257,1.0
2466,2_1563,8,1,3.8505277294802718,0.07725530557207996
2467,2_1564,17,1,3.326997340239586,0.15705680661607327
2470,2_1573,24,0,3.662694424565114,1.0
2471,2_1576,10,0,0.4128519057495352,1.0
2472,2_1578,7,0,-0.11309898897195504,1.0
2473,2_1579,7,0,1.1949329892293106,1.0
2474,2_1580,31,0,0.20486136696238522,1.0
2475,2_1582,13,0,2.9271414334518533,1.0
2476,2_1583,2,0,1.1854148670454894,1.0
2477,2_1584,1,1,2.708019329963833,0.010000000000000009
2478,2_1586,1,0,1.5300732447283476,1.0
2479,2_1587,17,2,2.7010579570597195,0.012308985529944274
2480,2_1589,11,0,0.6615671114821977,1.0
2481,2_1593,2,0,0.1616412154590219,1.0
2482,2_1595,2,0,-0.04377458545477463,1.0
2484,2_1600,1,0,-1.5764110649385317,1.0
2485,2_1602,1,0,1.530023468411912,1.0
2486,2_1604,1,0,1.318280100182697,1.0
2488,2_1613,4,0,2.17220713394003,1.0
2490,2_1622,4,0,2.2693529319898733,1.0
2491,2_1623,36,0,2.623174334675876,1.0
2492,2_1625,9,0,1.5946078396103558,1.0
2494,2_1628,2,0,-0.4734534342904033,1.0
2495,2_1629,1,0,-0.31040593686230766,1.0
2496,2_163,2,0,1.096316507831776,1.0
2497,2_1631,18,0,0.8183139061785939,1.0
2498,2_1635,1,0,0.4990144561255914,1.0
2499,2_1638,2,0,2.3794241834682803,1.0
2500,2_164,1,0,0.5138108233969012,1.0
2501,2_1641,1,0,-1.302601632962264,1.0
2502,2_1643,1,0,0.7257728393615289,1.0
2503,2_1644,4,0,0.03762182272713723,1.0
2504,2_1645,2,0,0.39044982453516974,1.0
2505,2_1646,13,1,1.9634041883953268,0.12247897700103212
2506,2_1649,1,0,0.7675064496108364,1.0
2507,2_165,14,0,0.3017903582284943,1.0
2508,2_1650,1,0,1.0216786905483233,1.0
2509,2_1652,5,0,1.8544737150194603,1.0
2510,2_1653,2,0,0.3806977104444326,1.0
2511,2_1654,1,0,2.038944209070481,1.0
2512,2_1655,1,0,0.30381904024225886,1.0
2513,2_1656,1,0,1.6920028406819914,1.0
2514,2_1660,3,0,1.8795743536673821,1.0
2515,2_1667,4,0,-0.7589399917174654,1.0
2516,2_167,4,0,1.0218784787267972,1.0
2517,2_1670,3,0,0.9072695851383145,1.0
2518,2_1673,8,0,0.48576844108766526,1.0
2519,2_1676,33,4,4.204372377342731,0.0003245333806745409
2520,2_1677,5,0,2.4412394034238605,1.0
2521,2_1678,1,0,0.11093831769477654,1.0
2522,2_168,1,0,-0.8712849241597724,1.0
2523,2_1682,5,0,2.9586606842207965,1.0
2524,2_1684,22,0,0.4544690091173308,1.0
2525,2_1685,5,0,1.699284564988844,1.0
2526,2_1686,7,1,2.989070092323268,0.06793465209301006
2527,2_1687,38,1,5.710802829566069,0.31744540498961304
2528,2_1688,1,0,1.1107587184166299,1.0
2529,2_1689,1,0,2.06846164162951,1.0
2530,2_169,1,0,0.5415604262599413,1.0
2531,2_1691,1,0,1.5317538028199267,1.0
2532,2_1692,3,0,1.901138949938403,1.0
2533,2_1693,12,1,1.8637812174110435,0.11361512828387083
2534,2_1696,1,0,-0.45282227849802126,1.0
2535,2_1698,17,0,1.4485896312292883,1.0
2537,2_170,17,2,2.443513403048487,0.012308985529944274
2538,2_1700,6,1,1.6850559800198512,0.058519850599000056
2539,2_1702,1,1,2.3406176444173448,0.010000000000000009
2540,2_1705,14,0,0.8343313506686383,1.0
2541,2_1707,1,0,1.4894636822168645,1.0
2542,2_1709,15,0,-0.4398391156749067,1.0
2543,2_1713,2,0,0.6152342942091567,1.0
2547,2_1721,4,0,2.09053279497736,1.0
2548,2_1727,33,3,2.5960727401558916,0.004360338617881007
2549,2_1730,20,0,2.510652945407757,1.0
2550,2_1733,4,0,-1.6221687826127538,1.0
2551,2_1735,1,0,0.18016320994155635,1.0
2552,2_1738,1,0,2.162843039800988,1.0
2553,2_1742,3,0,1.116600204924676,1.0
2554,2_1750,2,0,-0.2340767444947109,1.0
2555,2_1754,2,0,1.7325668924827569,1.0
2556,2_1757,2,0,1.5356375429110174,1.0
2557,2_1759,3,0,-0.4840277771104251,1.0
2558,2_176,2,0,-0.7490221642472382,1.0
2559,2_1762,14,1,2.4907560831554463,0.13125418723102178
2560,2_1767,2,0,-1.3845040809409703,1.0
2561,2_1772,6,0,-0.36608818279774835,1.0
